length, entropy, alexa_grams, word_grams, diff, class
6,2.584963,16.57614,18.763817,-2.187676,legit
8,3,8.104648,14.039882,-5.935234,legit
14,3.182006,64.778658,76.899177,-12.120519,legit
7,2.807355,18.648544,25.785118,-7.136574,legit
7,2.128085,14.45796,15.40524,-0.94728,legit
13,3.546594,35.246017,53.658245,-18.412228,legit
12,3.084963,33.846478,34.072112,-0.225634,legit
5,2.321928,6.999239,9.922679,-2.923439,legit
9,2.947703,22.707653,28.439404,-5.731752,legit
11,2.732159,33.840126,47.117376,-13.27725,legit
7,2.521641,16.094572,17.494819,-1.400247,legit
12,2.855389,55.190358,65.948882,-10.758524,legit
12,2.855389,48.062616,61.480357,-13.417741,legit
8,2.405639,22.371291,27.846368,-5.475077,legit
6,1.584963,18.784286,26.111071,-7.326785,legit
9,2.19716,25.97005,33.382836,-7.412787,legit
9,2.725481,17.751372,23.787333,-6.035961,legit
17,2.933955,65.971731,90.408056,-24.436325,legit
9,2.725481,19.664358,19.344438,0.31992,legit
8,2.75,7.800365,4.818833,2.981532,legit
8,2.75,22.877832,34.408285,-11.530453,legit
9,3.169925,26.876724,27.824995,-0.948271,legit
16,3.32782,80.519136,87.730936,-7.2118,legit
14,3.182006,60.008517,57.322596,2.685921,legit
6,2.584963,14.163719,15.99113,-1.827412,legit
12,2.918296,47.369647,52.797627,-5.42798,legit
7,1.842371,15.083793,20.965342,-5.881549,legit
11,3.027169,39.698849,47.613544,-7.914695,legit
13,3.180833,26.10663,32.896837,-6.790207,legit
17,3.616875,74.237298,101.582185,-27.344887,legit
5,2.321928,4.156458,5.022742,-0.866283,legit
8,2.75,16.390181,20.491503,-4.101323,legit
7,2.521641,13.641401,12.479673,1.161728,legit
5,2.321928,11.750275,13.488609,-1.738334,legit
5,1.921928,6.516583,8.81864,-2.302057,legit
6,2.584963,12.314868,11.702143,0.612726,legit
10,2.921928,23.972849,24.014599,-0.04175,legit
21,3.136864,106.46334,117.777234,-11.313894,legit
6,1.918296,5.752509,6.682001,-0.929491,legit
10,3.121928,38.758878,45.654023,-6.895145,legit
8,2.5,11.513008,15.967882,-4.454874,legit
13,3.026987,54.329041,62.710406,-8.381366,legit
9,2.641604,19.253982,23.84483,-4.590848,legit
16,3.45282,71.124764,91.830326,-20.705562,legit
9,2.947703,27.611514,31.109392,-3.497878,legit
9,2.947703,30.049068,40.587755,-10.538687,legit
22,3.481715,77.838507,113.933729,-36.095223,legit
7,2.521641,17.111174,22.872931,-5.761757,legit
10,3.121928,22.947455,25.085514,-2.138059,legit
14,3.378783,33.911056,39.129653,-5.218597,legit
18,3.46132,87.084658,121.131853,-34.047195,legit
6,2.584963,10.895785,14.79392,-3.898134,legit
9,2.725481,22.849948,31.412059,-8.562111,legit
22,3.368523,115.738009,118.6293,-2.891291,legit
8,3,21.196534,19.944792,1.251741,legit
16,3.32782,34.02643,46.210482,-12.184052,legit
10,2.921928,26.484979,43.021402,-16.536423,legit
11,3.027169,27.796993,16.462219,11.334774,legit
11,3.459432,36.063436,55.697674,-19.634238,legit
13,3.180833,45.565133,37.496516,8.068617,legit
12,3.084963,42.802331,51.261732,-8.459401,legit
24,3.605389,92.434139,109.668898,-17.234759,legit
14,2.842371,51.0877,53.766857,-2.679156,legit
11,2.732159,41.099673,47.030545,-5.930872,legit
5,2.321928,3.43393,4.721192,-1.287262,legit
9,3.169925,19.514493,26.700639,-7.186147,legit
12,3.251629,44.88297,42.537285,2.345685,legit
18,3.239098,88.816731,94.560622,-5.74389,legit
7,2.807355,10.981769,10.831605,0.150163,legit
10,2.921928,34.283436,35.515135,-1.231698,legit
4,1.5,4.371271,6.467042,-2.095771,legit
29,3.397135,146.124553,178.534518,-32.409965,legit
7,2.521641,5.208355,2.643453,2.564903,legit
10,3.321928,20.391258,21.193389,-0.802131,legit
14,2.978095,47.855814,54.946803,-7.090989,legit
14,3.46772,64.590364,72.968022,-8.377658,legit
12,2.751629,29.609878,31.51277,-1.902892,legit
16,3.280639,65.390395,61.275861,4.114535,legit
5,1.921928,12.317541,12.246695,0.070846,legit
17,3.337175,46.93097,74.702235,-27.771265,legit
10,3.121928,15.985188,21.098941,-5.113753,legit
20,3.408695,83.127232,85.583327,-2.456094,legit
11,3.277613,39.447318,29.463861,9.983458,legit
13,3.238901,33.464583,37.471897,-4.007314,legit
5,2.321928,3.699404,4.723907,-1.024503,legit
8,3,17.358424,15.726362,1.632062,legit
6,2.584963,13.992425,17.240173,-3.247747,legit
6,2.584963,4.175918,8.571689,-4.395772,legit
12,3.084963,35.91827,55.64053,-19.72226,legit
17,3.175123,86.680802,102.723721,-16.042919,legit
8,2.75,18.779359,26.240899,-7.46154,legit
11,3.095795,34.237486,39.933057,-5.695571,legit
14,2.896292,45.520524,66.947812,-21.427288,legit
10,3.121928,37.357353,45.408832,-8.051479,legit
10,2.921928,29.591211,37.48335,-7.892139,legit
10,3.121928,27.615476,17.993614,9.621862,legit
11,3.095795,24.547728,33.095518,-8.54779,legit
21,3.820889,39.181875,49.553683,-10.371808,legit
10,2.921928,27.769582,44.956914,-17.187332,legit
12,3.084963,24.660389,31.932499,-7.272111,legit
5,2.321928,4.385606,5.917841,-1.532235,legit
11,3.277613,32.148565,43.026217,-10.877652,legit
18,3.239098,87.328239,88.324185,-0.995947,legit
11,3.095795,41.995277,62.249161,-20.253884,legit
7,2.235926,15.619731,17.52973,-1.909999,legit
12,3.084963,40.148852,43.487453,-3.338602,legit
11,3.095795,27.520298,45.470178,-17.949879,legit
4,1.5,6.371911,6.123411,0.2485,legit
5,2.321928,6.278813,11.936817,-5.658004,legit
7,2.521641,22.686272,26.364687,-3.678415,legit
8,3,24.301656,31.449901,-7.148245,legit
14,2.835238,49.105925,70.391152,-21.285227,legit
7,2.807355,9.05086,10.765213,-1.714354,legit
17,3.410417,48.947764,77.593039,-28.645276,legit
6,2.584963,20.133787,16.771661,3.362126,legit
7,2.521641,20.169169,22.540761,-2.371592,legit
4,1.5,7.333169,7.953392,-0.620223,legit
12,2.855389,40.271839,38.01129,2.260549,legit
14,2.985228,64.547055,74.827923,-10.280868,legit
8,2.5,10.325806,15.36532,-5.039515,legit
8,2.75,19.075324,24.09319,-5.017866,legit
9,2.503258,10.878365,9.823744,1.054621,legit
5,1.921928,2.912222,4.033424,-1.121202,legit
12,2.855389,46.841688,56.492593,-9.650905,legit
11,3.095795,39.594361,45.564055,-5.969694,legit
11,2.913977,30.017556,49.049403,-19.031847,legit
15,2.973557,38.137841,57.376128,-19.238288,legit
11,2.845351,33.431237,41.235705,-7.804468,legit
6,2.251629,8.702182,15.156553,-6.454371,legit
7,2.521641,19.911374,24.942654,-5.03128,legit
13,2.931209,45.512192,35.690345,9.821847,legit
7,2.128085,17.584036,20.843451,-3.259415,legit
9,2.947703,22.663546,23.323699,-0.660152,legit
12,3.251629,36.173338,40.693587,-4.520249,legit
8,2.75,19.307665,27.364173,-8.056508,legit
13,3.238901,42.964085,57.861257,-14.897172,legit
13,2.873141,46.505643,66.320455,-19.814813,legit
17,3.454822,68.255669,61.863357,6.392312,legit
20,3.370951,40.496025,63.045235,-22.54921,legit
9,2.725481,17.419499,15.248093,2.171405,legit
17,3.146286,53.216689,71.569015,-18.352326,legit
6,2.251629,16.431295,17.310055,-0.87876,legit
5,2.321928,8.318392,9.911072,-1.592681,legit
13,3.026987,46.060493,52.585189,-6.524695,legit
8,2.75,19.749191,30.137433,-10.388242,legit
9,2.725481,18.621225,26.670224,-8.049,legit
12,3.418296,38.661013,46.056384,-7.395372,legit
21,3.558519,106.148489,118.319299,-12.17081,legit
15,2.973557,55.115227,65.691985,-10.576758,legit
7,2.807355,9.446226,12.686781,-3.240556,legit
7,2.807355,19.531926,26.396808,-6.864882,legit
16,3.125,56.747396,69.648417,-12.901021,legit
11,3.027169,37.487343,49.259503,-11.772161,legit
12,3.418296,40.50002,43.069602,-2.569583,legit
10,2.646439,40.125889,56.392396,-16.266508,legit
6,2.251629,13.266223,18.580316,-5.314093,legit
9,2.503258,29.307634,28.095114,1.21252,legit
9,2.641604,36.245987,36.216001,0.029986,legit
5,2.321928,17.044986,20.736913,-3.691927,legit
13,3.085055,59.702959,79.225916,-19.522958,legit
9,2.503258,15.144518,10.297569,4.846949,legit
7,2.521641,20.644506,19.776497,0.86801,legit
13,2.449312,27.564809,47.794786,-20.229977,legit
12,2.855389,36.196259,33.750964,2.445295,legit
14,3.128085,45.331742,49.406102,-4.07436,legit
14,3.521641,38.92319,51.579057,-12.655867,legit
9,2.725481,30.035879,25.416598,4.619281,legit
17,3.263933,76.713777,85.961369,-9.247591,legit
18,3.239098,77.871869,106.122421,-28.250551,legit
10,2.721928,21.690953,27.889651,-6.198698,legit
6,2.251629,10.482863,16.318333,-5.83547,legit
8,3,12.999226,16.229306,-3.230079,legit
6,2.251629,11.770214,17.355957,-5.585743,legit
11,2.845351,40.024538,54.693733,-14.669194,legit
4,1.5,3.983626,5.40824,-1.424614,legit
7,2.521641,9.857782,11.372132,-1.514349,legit
8,2.75,12.928684,17.688884,-4.7602,legit
6,2.584963,7.650527,13.431093,-5.780566,legit
14,3.378783,72.951986,71.549964,1.402022,legit
10,3.121928,23.759489,40.248063,-16.488574,legit
7,2.521641,24.618641,31.98325,-7.364609,legit
8,3,22.886618,27.223736,-4.337117,legit
17,3.337175,50.937258,53.846235,-2.908977,legit
7,2.235926,10.506435,20.889208,-10.382774,legit
7,2.807355,22.470811,28.850437,-6.379627,legit
15,3.240224,51.260378,57.84941,-6.589032,legit
10,2.921928,49.502424,67.685361,-18.182937,legit
18,3.127987,70.439212,83.273558,-12.834346,legit
12,3.418296,49.199032,41.310663,7.888369,legit
9,2.947703,21.917678,30.985517,-9.067839,legit
9,2.947703,21.532377,25.132283,-3.599905,legit
7,2.807355,15.571958,17.875151,-2.303193,legit
16,3.280639,50.476066,70.600452,-20.124386,legit
13,3.392747,47.967463,64.007291,-16.039829,legit
22,3.823068,104.943462,113.516143,-8.572681,legit
12,3.084963,29.141574,39.581247,-10.439673,legit
12,3.584963,38.029057,36.284134,1.744923,legit
4,2,3.226084,2.80956,0.416524,legit
5,2.321928,3.339253,3.629002,-0.289749,legit
5,1.921928,3.316809,3.963599,-0.64679,legit
14,3.324863,52.519317,65.389407,-12.87009,legit
12,2.918296,50.111354,56.698273,-6.586919,legit
8,2.5,21.2937,12.048611,9.245089,legit
18,3.46132,44.779295,63.589127,-18.809832,legit
12,3.251629,49.00836,55.349805,-6.341445,legit
21,3.24946,109.767638,148.586677,-38.819039,legit
15,3.773557,49.639568,50.371549,-0.731981,legit
18,3.239098,45.249823,51.183553,-5.933729,legit
13,3.238901,50.583755,57.578846,-6.995092,legit
10,2.721928,26.057624,40.447829,-14.390205,legit
7,2.521641,26.016652,35.851108,-9.834456,legit
18,3.46132,68.390919,75.0232,-6.632281,legit
10,2.846439,28.367267,24.323699,4.043568,legit
13,3.180833,40.616966,52.775587,-12.158621,legit
7,2.521641,16.292248,22.967953,-6.675705,legit
12,3.251629,31.461916,49.387949,-17.926033,legit
12,3.251629,45.852157,32.939213,12.912944,legit
18,3.19716,75.212737,90.753693,-15.540956,legit
19,3.366091,78.982611,97.040183,-18.057572,legit
7,2.807355,11.086881,15.282725,-4.195844,legit
6,1.918296,9.873772,16.028733,-6.154961,legit
17,3.454822,68.771891,77.760454,-8.988562,legit
9,2.725481,36.227809,36.191315,0.036494,legit
5,2.321928,6.175187,10.055548,-3.880361,legit
10,3.121928,30.513351,38.933261,-8.41991,legit
15,3.323231,53.708367,74.764081,-21.055714,legit
13,3.392747,46.494453,58.669501,-12.175048,legit
16,3.45282,74.490639,70.763571,3.727068,legit
13,3.026987,42.960025,43.303049,-0.343024,legit
11,3.095795,15.278726,21.398592,-6.119866,legit
4,1.5,3.075547,2.457882,0.617665,legit
18,3.572431,80.216408,89.665275,-9.448866,legit
16,3.5,63.126562,76.449495,-13.322932,legit
14,3.324863,49.559961,45.901993,3.657967,legit
17,3.454822,57.559342,74.854933,-17.29559,legit
31,3.655336,131.960563,152.187704,-20.227141,legit
12,2.625815,45.359845,56.129787,-10.769942,legit
7,2.521641,12.186599,14.333637,-2.147038,legit
22,3.754442,111.306064,121.811158,-10.505094,legit
14,3.182006,55.486889,69.325855,-13.838966,legit
7,2.807355,12.561102,14.598761,-2.03766,legit
14,3.093069,45.027752,66.764966,-21.737213,legit
17,3.734522,49.986083,57.857952,-7.871869,legit
13,3.026987,24.238253,34.026315,-9.788063,legit
12,2.751629,34.547519,52.616762,-18.069242,legit
4,2,2.800029,3.275311,-0.475282,legit
16,3.5,57.300768,56.374029,0.926739,legit
6,2.584963,10.44129,14.746855,-4.305564,legit
6,2.584963,13.50208,16.217357,-2.715277,legit
21,3.784942,83.90951,76.288657,7.620853,legit
8,3,11.187538,6.619104,4.568434,legit
10,2.921928,35.765053,55.085313,-19.320259,legit
11,3.277613,39.168863,31.096347,8.072516,legit
10,2.921928,30.611251,37.214889,-6.603639,legit
19,3.576618,80.131709,62.787181,17.344528,legit
9,2.641604,16.416742,22.035145,-5.618403,legit
9,2.947703,23.302439,28.201916,-4.899477,legit
10,3.121928,32.890219,39.760743,-6.870525,legit
12,2.918296,40.838448,55.091759,-14.253312,legit
5,2.321928,10.814004,14.271036,-3.457032,legit
9,2.947703,30.084361,30.59412,-0.509759,legit
6,2.251629,7.921797,12.830647,-4.90885,legit
9,2.725481,27.813211,30.580085,-2.766874,legit
14,3.182006,32.628041,44.585666,-11.957625,legit
9,2.947703,28.411622,38.485657,-10.074034,legit
12,2.459148,42.997972,51.860362,-8.862391,legit
7,2.521641,11.351238,18.895104,-7.543866,legit
17,3.410417,60.137206,88.498676,-28.36147,legit
6,1.918296,13.151667,17.950074,-4.798407,legit
7,2.521641,16.149379,21.335304,-5.185926,legit
17,3.499228,61.385903,66.11852,-4.732618,legit
9,2.503258,24.182403,24.217592,-0.035189,legit
17,2.984234,64.132721,75.457612,-11.324891,legit
8,3,24.754633,33.811049,-9.056416,legit
8,2.155639,19.102153,27.802943,-8.700791,legit
7,2.235926,19.611254,26.113515,-6.502262,legit
18,3.350209,76.074422,88.424914,-12.350492,legit
10,2.921928,22.6319,17.066505,5.565394,legit
16,3.57782,59.77354,57.728118,2.045423,legit
12,3.084963,45.496703,41.640337,3.856366,legit
5,2.321928,4.594724,4.318063,0.276661,legit
7,2.235926,13.512817,13.027229,0.485588,legit
7,2.807355,19.749034,24.177311,-4.428277,legit
17,3.572469,75.768738,83.154488,-7.38575,legit
17,3.146286,61.420206,70.211725,-8.79152,legit
7,2.521641,13.358645,17.723388,-4.364742,legit
10,3.321928,22.037095,31.769908,-9.732813,legit
11,3.277613,35.18465,40.362717,-5.178066,legit
15,2.872906,61.966903,70.12464,-8.157737,legit
20,3.446439,93.336502,107.924805,-14.588302,legit
11,2.732159,38.857737,49.945044,-11.087307,legit
7,2.521641,7.923626,11.16356,-3.239934,legit
7,2.235926,15.769866,18.510598,-2.740733,legit
10,3.121928,32.311921,23.119001,9.19292,legit
18,3.080501,61.880018,87.22127,-25.341252,legit
10,2.921928,21.088905,28.754857,-7.665952,legit
8,3,19.011147,28.529538,-9.518391,legit
6,2.251629,10.350998,13.81254,-3.461542,legit
6,2.584963,7.87992,14.192588,-6.312668,legit
7,2.807355,13.560673,18.309511,-4.748839,legit
10,3.121928,35.569772,40.525261,-4.955489,legit
13,3.392747,48.196298,40.61303,7.583268,legit
9,3.169925,22.644926,12.515517,10.12941,legit
8,3,19.407389,28.38359,-8.976201,legit
21,3.427333,91.125901,121.931458,-30.805556,legit
9,3.169925,22.319613,33.726238,-11.406625,legit
24,3.573935,117.58782,148.56813,-30.98031,legit
8,2.75,22.9142,32.053707,-9.139506,legit
16,3.57782,74.755664,95.082639,-20.326974,legit
14,3.235926,37.359099,46.277447,-8.918348,legit
16,3.57782,67.462386,49.969222,17.493163,legit
10,3.121928,34.047739,36.623389,-2.57565,legit
7,2.521641,23.942724,27.681127,-3.738402,legit
8,2.75,12.008375,19.844916,-7.836541,legit
6,2.251629,13.042876,17.637585,-4.594709,legit
6,2.584963,21.45434,26.401356,-4.947016,legit
17,2.984234,52.429896,71.553625,-19.123729,legit
15,3.456565,50.238902,43.806977,6.431926,legit
12,3.418296,32.59922,31.743165,0.856055,legit
16,3.45282,48.151933,59.218107,-11.066175,legit
12,3.251629,39.437257,49.452099,-10.014842,legit
14,3.378783,54.501116,73.155003,-18.653887,legit
6,2.584963,9.223822,11.366229,-2.142407,legit
12,3.251629,51.560699,59.829581,-8.268882,legit
13,3.546594,49.614062,66.259299,-16.645237,legit
12,3.418296,45.418009,36.831305,8.586704,legit
11,3.095795,17.556841,33.980662,-16.423821,legit
5,1.370951,5.238696,4.383456,0.85524,legit
10,3.121928,27.299914,27.145247,0.154667,legit
15,2.872906,54.614667,84.611825,-29.997158,legit
6,2.251629,13.666621,17.290772,-3.624151,legit
13,3.026987,42.145055,49.859883,-7.714828,legit
12,3.022055,35.786601,43.468659,-7.682058,legit
14,3.182006,53.040385,52.972489,0.067896,legit
13,3.238901,62.390797,72.346221,-9.955424,legit
10,3.121928,28.570261,45.343384,-16.773123,legit
13,3.026987,40.994193,59.496429,-18.502236,legit
5,2.321928,5.461167,5.087781,0.373385,legit
8,2.75,19.904835,26.527687,-6.622853,legit
5,1.921928,11.587575,13.867349,-2.279775,legit
7,2.235926,18.256972,24.921535,-6.664562,legit
17,3.219528,48.029311,62.983647,-14.954336,legit
12,3.188722,29.764413,42.835768,-13.071355,legit
12,2.855389,44.059599,55.802018,-11.742419,legit
16,3.75,89.766124,70.061403,19.704721,legit
11,3.277613,26.233675,26.662824,-0.42915,legit
5,1.921928,7.061236,9.188347,-2.127111,legit
6,1.918296,13.004594,14.729351,-1.724757,legit
6,2.251629,12.762508,16.608124,-3.845616,legit
13,2.873141,41.747748,54.12678,-12.379032,legit
6,2.251629,4.330819,4.395554,-0.064734,legit
10,2.646439,39.261368,46.278253,-7.016884,legit
16,3.280639,42.034511,36.05862,5.975891,legit
7,2.521641,13.347842,19.229753,-5.881911,legit
9,2.947703,16.773604,16.451249,0.322355,legit
21,3.332095,70.085989,100.075459,-29.98947,legit
12,2.792481,54.048454,61.323396,-7.274942,legit
11,2.550341,17.912799,25.429717,-7.516918,legit
11,3.095795,35.459641,46.293082,-10.833441,legit
11,3.095795,32.831948,37.609484,-4.777536,legit
9,2.641604,26.19852,43.81782,-17.619301,legit
11,3.095795,34.527354,40.529863,-6.00251,legit
10,2.921928,38.746678,50.52087,-11.774192,legit
21,3.522572,101.916558,122.910224,-20.993666,legit
21,3.213513,74.966545,110.036861,-35.070315,legit
16,3.20282,58.883787,93.354842,-34.471055,legit
11,3.277613,43.272326,45.052077,-1.779751,legit
13,2.873141,58.024479,73.534245,-15.509766,legit
9,2.725481,16.486528,26.684972,-10.198444,legit
19,3.405822,96.14148,97.067675,-0.926195,legit
8,3,25.354153,30.743783,-5.38963,legit
14,3.324863,43.541411,44.142337,-0.600926,legit
15,3.189898,54.309737,63.954106,-9.644369,legit
16,3.25,45.209541,53.934198,-8.724657,legit
7,2.235926,13.462872,11.622933,1.83994,legit
19,3.32636,84.52467,112.529796,-28.005126,legit
10,3.121928,18.645725,22.627628,-3.981903,legit
10,2.921928,41.195363,47.735971,-6.540609,legit
13,3.238901,61.912764,72.928525,-11.015761,legit
8,2.5,24.458189,25.239484,-0.781294,legit
23,3.414441,125.192049,147.033861,-21.841811,legit
8,2.75,22.398201,18.688445,3.709756,legit
8,3,8.334357,15.62876,-7.294403,legit
14,3.664498,59.524592,57.301483,2.223109,legit
6,2.584963,13.422032,15.663285,-2.241253,legit
16,3.57782,50.2831,65.263405,-14.980305,legit
11,3.277613,25.514,46.245011,-20.73101,legit
15,3.323231,44.659305,61.57281,-16.913504,legit
11,3.095795,38.507648,55.456614,-16.948966,legit
11,3.095795,31.33935,52.160817,-20.821467,legit
9,2.947703,18.977541,25.124899,-6.147358,legit
5,2.321928,10.074668,11.572053,-1.497385,legit
9,2.725481,39.622498,48.67079,-9.048292,legit
15,3.506891,56.447199,69.467827,-13.020628,legit
6,1.792481,9.617895,14.424167,-4.806272,legit
22,3.226731,94.687399,132.193077,-37.505678,legit
4,1.5,2.920645,3.918869,-0.998224,legit
9,2.947703,22.649855,27.1289,-4.479044,legit
4,2,6.810559,8.600949,-1.79039,legit
6,2.251629,14.230812,16.209672,-1.978859,legit
21,4.011365,72.667867,84.673669,-12.005803,legit
7,2.521641,9.951733,11.484437,-1.532704,legit
13,3.238901,58.618693,71.051112,-12.432419,legit
8,2.75,23.949305,32.75144,-8.802135,legit
13,3.026987,52.659492,68.875324,-16.215831,legit
14,3.378783,56.227751,53.107081,3.12067,legit
19,3.576618,75.82402,100.300965,-24.476945,legit
10,3.321928,31.695039,28.343851,3.351188,legit
14,2.985228,48.616466,47.483688,1.132779,legit
8,2.75,9.353288,13.315975,-3.962687,legit
14,3.039149,46.238075,60.172262,-13.934187,legit
18,3.683542,83.364746,95.358481,-11.993735,legit
7,2.521641,12.66974,16.545661,-3.875921,legit
5,1.370951,4.681675,5.018051,-0.336376,legit
8,2.75,24.675506,22.052916,2.622591,legit
7,2.235926,12.403395,16.642267,-4.238872,legit
15,3.323231,53.919322,69.204914,-15.285592,legit
8,2.75,26.35577,37.420251,-11.064481,legit
9,2.725481,23.839087,41.225837,-17.38675,legit
6,2.584963,6.811452,9.845711,-3.034259,legit
7,2.807355,10.998369,14.800322,-3.801952,legit
17,3.219528,67.603104,83.395685,-15.792581,legit
13,3.026987,41.860619,56.714884,-14.854265,legit
13,3.392747,29.331607,44.41228,-15.080673,legit
16,3.07782,56.83427,64.890884,-8.056614,legit
9,2.947703,13.043598,11.309989,1.733609,legit
10,2.921928,25.750056,22.611755,3.138301,legit
14,3.093069,60.350919,51.012468,9.33845,legit
8,2.5,14.279694,27.505699,-13.226005,legit
20,3.108695,51.481442,68.59717,-17.115728,legit
7,2.807355,9.797464,11.187093,-1.38963,legit
9,2.947703,22.214389,32.22969,-10.015301,legit
6,1.918296,12.123556,11.715639,0.407917,legit
5,2.321928,3.272538,3.940367,-0.667829,legit
9,2.947703,16.497278,19.294155,-2.796877,legit
11,2.913977,33.274172,44.893923,-11.619751,legit
19,3.681881,75.834179,92.290374,-16.456195,legit
14,3.378783,41.953062,70.157695,-28.204634,legit
10,2.921928,25.824821,22.530772,3.294049,legit
12,3.084963,50.57468,69.408956,-18.834276,legit
11,2.663533,41.223357,58.4669,-17.243543,legit
15,3.139572,65.86411,83.230931,-17.366822,legit
7,2.521641,9.176763,9.274546,-0.097783,legit
16,3.5,76.00596,70.435798,5.570162,legit
12,2.918296,32.388442,38.045065,-5.656623,legit
20,3.321928,82.590242,75.331357,7.258884,legit
16,3.57782,55.579294,62.496776,-6.917482,legit
19,3.070847,84.066338,95.733412,-11.667074,legit
13,3.546594,40.128298,44.684919,-4.55662,legit
8,2.75,23.537429,30.97274,-7.435311,legit
5,1.921928,5.51545,6.624076,-1.108626,legit
9,2.947703,21.884865,21.461602,0.423263,legit
10,3.121928,28.560653,30.729104,-2.168451,legit
10,2.921928,35.235123,41.296846,-6.061722,legit
27,3.556201,139.342333,158.493392,-19.151058,legit
7,2.521641,26.041637,27.230693,-1.189056,legit
6,2.584963,16.692414,20.267266,-3.574852,legit
11,2.913977,28.479071,27.48089,0.998181,legit
19,3.471354,54.10807,67.259371,-13.151301,legit
6,2.584963,7.373475,10.354778,-2.981303,legit
16,3.32782,67.030435,58.282902,8.747532,legit
6,2.251629,6.902499,10.658094,-3.755596,legit
10,2.921928,30.231119,38.662683,-8.431564,legit
15,3.456565,72.641411,70.124372,2.517038,legit
9,3.169925,25.064872,33.040688,-7.975816,legit
10,2.921928,7.164192,16.062068,-8.897877,legit
19,3.431624,57.445937,83.643721,-26.197784,legit
6,1.792481,6.462174,3.573336,2.888838,legit
10,2.921928,20.242496,25.332142,-5.089646,legit
12,3.251629,37.988668,66.175559,-28.186891,legit
14,3.039149,42.469557,55.657313,-13.187756,legit
7,2.235926,14.03306,18.610278,-4.577218,legit
8,2.75,23.601737,29.753335,-6.151599,legit
14,3.324863,35.166421,58.698018,-23.531596,legit
7,2.807355,8.513566,7.857754,0.655812,legit
5,1.921928,4.586092,6.780328,-2.194236,legit
12,3.188722,28.421144,29.986677,-1.565533,legit
8,2.405639,18.921156,21.152398,-2.231243,legit
15,3.323231,53.897161,49.967103,3.930058,legit
7,2.521641,15.170984,20.269518,-5.098533,legit
12,2.918296,35.630682,44.661094,-9.030412,legit
21,3.272804,96.222683,112.559781,-16.337098,legit
15,3.189898,80.615006,66.508307,14.106698,legit
6,2.584963,3.556303,3.203033,0.35327,legit
6,2.251629,3.033021,2.726727,0.306294,legit
10,3.121928,40.778734,51.746153,-10.967419,legit
5,1.921928,7.957197,13.589343,-5.632146,legit
12,2.751629,39.10784,54.631643,-15.523803,legit
9,2.725481,15.530579,18.540371,-3.009792,legit
13,3.392747,48.095987,31.447295,16.648692,legit
6,2.251629,4.261501,2.932981,1.32852,legit
16,3.5,71.423819,64.024768,7.399051,legit
10,3.121928,26.321401,32.339586,-6.018186,legit
7,2.807355,16.027803,20.661597,-4.633794,legit
13,3.085055,66.074411,70.859591,-4.78518,legit
13,3.392747,46.374626,59.976642,-13.602017,legit
13,3.238901,49.967449,55.556572,-5.589122,legit
10,2.046439,35.280196,41.623917,-6.343721,legit
14,3.182006,51.664526,71.604735,-19.940209,legit
7,2.128085,15.374446,15.306487,0.067958,legit
15,3.323231,60.950546,64.474658,-3.524112,legit
11,3.095795,39.342074,43.226496,-3.884422,legit
6,2.584963,12.410776,20.981164,-8.570388,legit
12,3.022055,34.09319,45.160382,-11.067192,legit
9,2.725481,21.084373,21.980614,-0.896241,legit
6,2.251629,9.800457,20.489206,-10.68875,legit
25,3.174694,125.631577,157.83406,-32.202483,legit
10,2.921928,20.688876,16.553783,4.135093,legit
16,3.625,64.980936,76.389355,-11.40842,legit
8,2.75,25.800481,29.887194,-4.086713,legit
14,3.182006,40.672945,60.589271,-19.916326,legit
10,3.121928,30.405313,41.628558,-11.223246,legit
8,3,13.006275,19.226607,-6.220333,legit
7,2.807355,13.97491,16.207333,-2.232423,legit
12,3.418296,24.411995,19.467974,4.944021,legit
10,2.521928,20.230468,30.55879,-10.328322,legit
7,2.235926,18.907273,21.578676,-2.671403,legit
10,2.846439,27.583845,30.764485,-3.18064,legit
11,2.845351,37.318196,39.592603,-2.274408,legit
5,2.321928,5.192038,3.125156,2.066882,legit
12,3.251629,20.465891,31.66432,-11.19843,legit
13,2.873141,57.904399,70.859185,-12.954786,legit
7,2.235926,10.721892,15.18709,-4.465198,legit
6,2.584963,20.852351,25.79347,-4.94112,legit
12,3.251629,38.060433,35.574969,2.485464,legit
7,2.521641,9.719032,13.448605,-3.729573,legit
6,2.251629,15.1418,19.468139,-4.326339,legit
17,3.734522,51.677291,84.8372,-33.159908,legit
5,2.321928,5.956265,11.867923,-5.911657,legit
6,2.584963,17.394186,23.75386,-6.359674,legit
10,2.921928,18.064721,22.603311,-4.53859,legit
11,3.095795,32.280854,42.573183,-10.292329,legit
17,3.337175,88.080123,93.656855,-5.576732,legit
10,3.121928,25.798733,18.589243,7.20949,legit
7,2.521641,11.993505,16.376091,-4.382586,legit
10,2.921928,23.752123,27.183835,-3.431711,legit
9,2.725481,28.265461,39.955835,-11.690374,legit
10,2.721928,41.517373,37.409367,4.108006,legit
10,2.721928,26.672621,40.898522,-14.225901,legit
5,2.321928,9.905883,14.167991,-4.262107,legit
5,1.921928,9.924093,14.685009,-4.760916,legit
14,3.324863,46.61614,66.879564,-20.263423,legit
6,2.251629,5.876068,4.403121,1.472947,legit
11,3.277613,36.288813,46.187021,-9.898208,legit
